Journal Report 1 (R4)	Number of Successful Full-Text Article Requests by Month and Journal																				
Universität Regensburg																					
2000374973																					
Period covered by Report:																					
2014-01-01 to 2014-12-31																					
Date run:																					
2015-03-17																					
Journal	Publisher	Platform	Journal DOI	Proprietary Identifier	Print ISSN	Online ISSN	Reporting Period Total	Reporting Period HTML	Reporting Period PDF	Jan-2014	Feb-2014	Mar-2014	Apr-2014	May-2014	Jun-2014	Jul-2014	Aug-2014	Sep-2014	Oct-2014	Nov-2014	Dec-2014
Theoretical and Computational Fluid Dynamics	Springer	SpringerLink	10.1007/162.1432-2250	162	0935-4964	1432-2250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Theoretical and Experimental Chemistry	Springer	SpringerLink	10.1007/11237.1573-935X	11237	0040-5760	1573-935X	28	0	11	4	4	1	3	2	1	4	0	1	1	4	3
Theoretical and Experimental Plant Physiology	Springer	SpringerLink		40626		2197-0025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Theoretical and Mathematical Physics	Springer	SpringerLink	10.1134/11232.1573-9333	11232	0040-5779	1573-9333	34	0	29	1	11	6	2	1	1	1	1	3	1	1	5
Theory and Decision	Springer	SpringerLink	10.1007/11238.1573-7187	11238	0040-5833	1573-7187	29	0	21	3	2	0	5	6	3	1	0	3	0	5	1
Theory and Society	Springer	SpringerLink	10.1007/11186.1573-7853	11186	0304-2421	1573-7853	29	0	19	0	5	8	1	1	2	0	3	0	0	6	3
Theory in Biosciences	Springer	SpringerLink	10.1007/12064.1611-7530	12064	1431-7613	1611-7530	17	2	9	0	3	0	3	4	3	0	1	2	0	0	1
Theory of Computing Systems	Springer	SpringerLink	10.1007/224.1433-0490	224	1432-4350	1433-0490	4	0	2	0	3	0	0	1	0	0	0	0	0	0	0
Thermal Engineering	Springer	SpringerLink	10.1134/11509.1555-6301	11509	0040-6015	1555-6301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermophysics and Aeromechanics	Springer	SpringerLink	10.1134/11510.1531-8699	11510	0869-8643	1531-8699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thrombosis Journal	Springer	SpringerLink		12959		1477-9560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thyroid Research	Springer	SpringerLink		13044		1756-6614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tijdschrift voor Gerontologie en Geriatrie	Springer	SpringerLink	10.1007/12439.1875-6832	12439	0167-9228	1875-6832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tijdschrift voor Gezondheidsrecht	Springer	SpringerLink		12502	0165-0874	1875-6794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tijdschrift voor Kindergeneeskunde	Springer	SpringerLink	10.1007/12456.1875-6840	12456	0376-7442	1875-6840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tijdschrift voor Medisch Onderwijs	Springer	SpringerLink		12507	1389-6555	1876-5157	5	1	4	4	0	0	1	0	0	0	0	0	0	0	0
Tijdschrift voor Neuropsychiatrie en Gedragsneurologie	Springer	SpringerLink		40533	2214-2398	2214-2401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tijdschrift voor Ouderengeneeskunde	Springer	SpringerLink		12500	1386-1514	1875-6875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tijdschrift voor Psychotherapie	Springer	SpringerLink	10.1007/12485.1876-5637	12485	0165-1188	1876-5637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tijdschrift voor Urologie	Springer	SpringerLink	10.1007/13629.2211-4718	13629	2211-3037	2211-4718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tijdschrift voor gezondheidswetenschappen	Springer	SpringerLink		12508	1388-7491	1876-8776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tijdschrift voor praktijkondersteuning	Springer	SpringerLink	10.1007/12503.1876-5416	12503	1872-4078	1876-5416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tissue Engineering and Regenerative Medicine	Springer	SpringerLink	10.1007/13770.2212-5469	13770	1738-2696	2212-5469	4	0	1	0	1	0	1	2	0	0	0	0	0	0	0
Tobacco Induced Diseases	Springer	SpringerLink		12971		1617-9625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Topics in Catalysis	Springer	SpringerLink	10.1007/11244.1572-9028	11244	1022-5528	1572-9028	65	4	38	10	6	5	7	4	5	5	2	6	4	6	5
Topoi	Springer	SpringerLink	10.1007/11245.1572-8749	11245	0167-7411	1572-8749	20	0	20	0	2	2	0	12	0	1	0	2	0	1	0
Toxicological Reviews	Springer	SpringerLink		40287	1176-2551		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Toxicology and Environmental Health Sciences	Springer	SpringerLink	10.1007/13530.2233-7784	13530	2005-9752	2233-7784	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Trabajos de Estadistica	Springer	SpringerLink		12535	0213-8190		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trabajos de Estadistica Y de Investigacion Operativa	Springer	SpringerLink		12536	0041-0241		3	0	2	0	0	0	0	0	0	0	0	1	2	0	0
Trabajos de Investigacion Operativa	Springer	SpringerLink		12537	0213-8204		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Transactions of Tianjin University	Springer	SpringerLink	10.1007/12209.1995-8196	12209	1006-4982	1995-8196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Transactions of the Indian Institute of Metals	Springer	SpringerLink	10.1007/12666.0975-1645	12666	0972-2815	0975-1645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Transactions of the Royal Academy of Medicine in Ireland	Springer	SpringerLink		12680	0790-2352		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Transformation Groups	Springer	SpringerLink	10.1007/31.1531-586X	31	1083-4362	1531-586X	3	0	1	0	0	0	0	0	0	0	0	3	0	0	0
Transgenic Research	Springer	SpringerLink	10.1007/11248.1573-9368	11248	0962-8819	1573-9368	42	1	27	2	1	3	1	4	5	4	6	6	4	4	2
Transition Metal Chemistry	Springer	SpringerLink	10.1007/11243.1572-901X	11243	0340-4285	1572-901X	59	0	42	16	8	2	5	3	2	3	5	3	1	5	6
Transition Studies Review	Springer	SpringerLink	10.1007/11300.1614-4015	11300	1614-4007	1614-4015	23	1	15	3	1	3	0	1	2	0	3	1	3	1	5
Translational Behavioral Medicine	Springer	SpringerLink	10.1007/13142.1613-9860	13142	1869-6716	1613-9860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Translational Neurodegeneration	Springer	SpringerLink		40035		2047-9158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Translational Neuroscience	Springer	SpringerLink		13380	2081-3856	2081-6936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Translational Respiratory Medicine	Springer	SpringerLink	10.1007/40247.2213-0802	40247		2213-0802	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0
Translational Stroke Research	Springer	SpringerLink	10.1007/12975.1868-601X	12975	1868-4483	1868-601X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Transplant International	Springer	SpringerLink		147	0934-0874	1432-2277	3	0	2	0	0	1	0	0	0	0	2	0	0	0	0
Transplantation Research	Springer	SpringerLink		13737		2047-1440	3	0	1	0	0	0	0	2	0	0	0	0	0	1	0
Transport in Porous Media	Springer	SpringerLink	10.1007/11242.1573-1634	11242	0169-3913	1573-1634	3	0	2	0	0	0	0	0	0	2	0	1	0	0	0
Transportation	Springer	SpringerLink	10.1007/11116.1572-9435	11116	0049-4488	1572-9435	30	7	15	12	2	0	12	1	1	0	0	0	1	1	0
Transportation Infrastructure Geotechnology	Springer	SpringerLink		40515	2196-7202	2196-7210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trauma und Berufskrankheit	Springer	SpringerLink	10.1007/10039.1436-6282	10039	1436-6274	1436-6282	134	13	84	6	11	9	4	11	5	8	23	16	13	13	15
Treatments in Endocrinology	Springer	SpringerLink		40288	1175-6349	1177-4940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Treatments in Respiratory Medicine	Springer	SpringerLink		40289	1176-3450		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tree Genetics & Genomes	Springer	SpringerLink	10.1007/11295.1614-2950	11295	1614-2942	1614-2950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trees	Springer	SpringerLink	10.1007/468.1432-2285	468	0931-1890	1432-2285	6	1	4	0	2	0	0	0	1	0	0	1	1	0	1
Trends in Organized Crime	Springer	SpringerLink	10.1007/12117.1936-4830	12117	1084-4791	1936-4830	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Trials	Springer	SpringerLink		13063		1745-6215	7	1	4	0	3	1	0	0	2	0	0	0	1	0	0
Tribology Letters	Springer	SpringerLink	10.1007/11249.1573-2711	11249	1023-8883	1573-2711	6	0	5	0	1	0	0	0	0	0	0	0	4	1	0
Triple Helix	Springer	SpringerLink		40604		2197-1927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tropical Animal Health and Production	Springer	SpringerLink	10.1007/11250.1573-7438	11250	0049-4747	1573-7438	3	0	2	0	0	0	0	0	1	2	0	0	0	0	0
Tropical Plant Biology	Springer	SpringerLink	10.1007/12042.1935-9764	12042	1935-9756	1935-9764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tumor Biology	Springer	SpringerLink	10.1007/13277.1423-0380	13277	1010-4283	1423-0380	131	8	111	16	6	11	4	10	8	9	14	13	11	14	15
Türk Fizyoterapi ve Rehabilitasyon Dergisi/Turkish Journal of Physiotherapy and Rehabilitation	Springer	SpringerLink		40680		2148-0109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ukrainian Mathematical Journal	Springer	SpringerLink	10.1007/11253.1573-9376	11253	0041-5995	1573-9376	11	0	6	0	1	0	1	0	0	0	6	2	1	0	0
Universal Access in the Information Society	Springer	SpringerLink	10.1007/10209.1615-5297	10209	1615-5289	1615-5297	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0
Updates in Surgery	Springer	SpringerLink	10.1007/13304.2038-3312	13304	2038-131X	2038-3312	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Urban Ecosystems	Springer	SpringerLink	10.1007/11252.1573-1642	11252	1083-8155	1573-1642	4	0	4	0	0	2	0	1	0	0	1	0	0	0	0
Urban Forum	Springer	SpringerLink	10.1007/12132.1874-6330	12132	1015-3802	1874-6330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uro-News	Springer	SpringerLink		92	1432-9026	2196-5676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Urolithiasis	Springer	SpringerLink	10.1007/240.1434-0879	240	2194-7228	2194-7236	30	0	24	4	2	1	2	0	3	5	3	0	4	2	4
Urologic radiology	Springer	SpringerLink		290	0171-1091		2	0	2	0	0	1	0	0	1	0	0	0	0	0	0
User Modeling and User-Adapted Interaction	Springer	SpringerLink	10.1007/11257.1573-1391	11257	0924-1868	1573-1391	16	0	8	0	5	6	1	1	0	0	1	0	0	0	2
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations	Springer	SpringerLink	10.1007/11266.1573-7888	11266	0957-8765	1573-7888	15	1	12	1	1	0	0	1	1	0	3	0	0	7	1
Vascular Cell	Springer	SpringerLink		13221		2045-824X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vegetation History and Archaeobotany	Springer	SpringerLink	10.1007/334.1617-6278	334	0939-6314	1617-6278	5	0	3	1	1	1	0	0	0	0	0	0	2	0	0
Verslaving	Springer	SpringerLink	10.1007/12501.1875-7073	12501	1574-1842	1875-7073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vestnik St. Petersburg University: Mathematics	Springer	SpringerLink		11988	1063-4541	1934-7855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Veterinary Research	Springer	SpringerLink		13567		1297-9716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Veterinary Research Communications	Springer	SpringerLink	10.1007/11259.1573-7446	11259	0165-7380	1573-7446	10	0	5	0	1	1	0	1	0	3	1	2	0	0	1
Vietnam Journal of Computer Science	Springer	SpringerLink		40595	2196-8888	2196-8896	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1
Vietnam Journal of Mathematics	Springer	SpringerLink		10013	2305-221X	2305-2228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Virchows Archiv	Springer	SpringerLink	10.1007/428.1432-2307	428	0945-6317	1432-2307	173	17	107	18	19	23	13	15	11	18	10	9	11	13	13
Virchows Archiv B	Springer	SpringerLink		443	0340-6075		16	0	10	2	0	2	2	1	0	1	0	3	1	4	0
Virologica Sinica	Springer	SpringerLink	10.1007/12250.1995-820X	12250	1674-0769	1995-820X	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Virology Journal	Springer	SpringerLink		12985		1743-422X	5	0	3	1	2	2	0	0	0	0	0	0	0	0	0
Virtual Reality	Springer	SpringerLink	10.1007/10055.1434-9957	10055	1359-4338	1434-9957	3	0	1	0	1	0	1	0	0	0	0	1	0	0	0
Virus Genes	Springer	SpringerLink	10.1007/11262.1572-994X	11262	0920-8569	1572-994X	7	1	5	0	1	0	1	1	1	0	0	0	2	0	1
VirusDisease	Springer	SpringerLink	10.1007/13337.0974-0120	13337	2347-3584	2347-3517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Visual Geosciences	Springer	SpringerLink		10069	1863-4613	1610-2924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Visualization in Engineering	Springer	SpringerLink		40327		2213-7459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vocations and Learning	Springer	SpringerLink	10.1007/12186.1874-7868	12186	1874-785X	1874-7868	113	13	83	18	6	13	6	11	10	10	3	4	14	10	8
WIRTSCHAFTSINFORMATIK	Springer	SpringerLink	10.1007/11576.1861-8936	11576	0937-6429	1861-8936	606	24	376	49	50	47	47	136	29	25	27	40	55	52	49
WMU Journal of Maritime Affairs	Springer	SpringerLink	10.1007/13437.1654-1642	13437	1651-436X	1654-1642	3	0	1	0	0	0	0	0	0	3	0	0	0	0	0
Waste and Biomass Valorization	Springer	SpringerLink	10.1007/12649.1877-265X	12649	1877-2641	1877-265X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Water History	Springer	SpringerLink	10.1007/12685.1877-7244	12685	1877-7236	1877-7244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Water Quality and Ecosystems Modeling	Springer	SpringerLink		11279	1388-266X	1573-1669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Water Quality, Exposure and Health	Springer	SpringerLink	10.1007/12403.1876-1666	12403	1876-1658	1876-1666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Water Resources	Springer	SpringerLink	10.1134/11268.1608-344X	11268	0097-8078	1608-344X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Water Resources Management	Springer	SpringerLink	10.1007/11269.1573-1650	11269	0920-4741	1573-1650	5	0	2	2	1	0	0	1	0	0	0	1	0	0	0
Water, Air, & Soil Pollution	Springer	SpringerLink	10.1007/11270.1573-2932	11270	0049-6979	1573-2932	16	0	14	1	1	0	1	3	1	1	0	8	0	0	0
Water, Air, & Soil Pollution: Focus	Springer	SpringerLink		11267	1567-7230	1573-2940	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Welding International	Springer	SpringerLink		11271	0950-7116	1573-9449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Welding in the World	Springer	SpringerLink	10.1007/40194.1878-6669	40194	0043-2288	1878-6669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wetlands	Springer	SpringerLink	10.1007/13157.1943-6246	13157	0277-5212	1943-6246	8	0	6	1	0	1	3	0	0	0	0	1	0	1	1
Wetlands Ecology and Management	Springer	SpringerLink	10.1007/11273.1572-9834	11273	0923-4861	1572-9834	4	0	3	0	0	0	0	0	0	0	0	0	3	0	1
Wiener Medizinische Wochenschrift	Springer	SpringerLink	10.1007/10354.1563-258X	10354	0043-5341	1563-258X	77	0	61	4	8	5	8	7	9	3	3	6	9	10	5
Wiener klinische Wochenschrift	Springer	SpringerLink	10.1007/508.1613-7671	508	0043-5325	1613-7671	112	2	89	4	6	19	7	9	11	15	9	12	7	8	5
Wiener klinische Wochenschrift Education	Springer	SpringerLink	10.1007/11812.1863-3765	11812	1863-3579	1863-3765	13	0	10	1	2	1	0	0	0	4	0	1	0	3	1
Wiener klinisches Magazin	Springer	SpringerLink	10.1007/740.1613-7817	740	1869-1757	1613-7817	7	1	5	0	0	1	2	3	0	0	0	0	1	0	0
Wireless Networks	Springer	SpringerLink	10.1007/11276.1572-8196	11276	1022-0038	1572-8196	3	0	2	0	0	0	2	0	0	0	0	0	0	0	1
Wireless Personal Communications	Springer	SpringerLink	10.1007/11277.1572-834X	11277	0929-6212	1572-834X	12	1	8	1	0	1	0	3	3	1	0	0	2	0	1
Wirtschaftsdienst	Springer	SpringerLink	10.1007/10273.1613-978X	10273	0043-6275	1613-978X	336	0	233	25	25	14	46	60	31	13	26	15	30	25	26
Wirtschaftsrechtliche Blätter	Springer	SpringerLink		718	0930-3855	1864-3434	9	0	8	2	0	3	0	2	1	0	0	0	1	0	0
Wohnrechtliche Blätter	Springer	SpringerLink		719	0933-2766	1613-7647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wood Science and Technology	Springer	SpringerLink	10.1007/226.1432-5225	226	0043-7719	1432-5225	8	0	5	0	0	0	1	2	2	0	0	1	2	0	0
World Allergy Organization Journal	Springer	SpringerLink		40413		1939-4551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
World Journal of Emergency Surgery	Springer	SpringerLink		13017		1749-7922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
World Journal of Microbiology and Biotechnology	Springer	SpringerLink	10.1007/11274.1573-0972	11274	0959-3993	1573-0972	31	1	22	1	1	6	4	7	1	2	0	3	3	2	1
World Journal of Pediatrics	Springer	SpringerLink	10.1007/12519.1867-0687	12519	1708-8569	1867-0687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
World Journal of Surgery	Springer	SpringerLink	10.1007/268.1432-2323	268	0364-2313	1432-2323	195	9	163	17	21	15	15	18	16	16	6	25	12	20	14
World Journal of Surgical Oncology	Springer	SpringerLink		12957		1477-7819	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
World Journal of Urology	Springer	SpringerLink	10.1007/345.1433-8726	345	0724-4983	1433-8726	105	6	93	9	12	9	8	10	4	8	8	20	11	3	3
World Wide Web	Springer	SpringerLink	10.1007/11280.1573-1413	11280	1386-145X	1573-1413	18	0	12	2	4	1	0	2	0	0	9	0	0	0	0
Wuhan University Journal of Natural Sciences	Springer	SpringerLink	10.1007/11859.1993-4998	11859	1007-1202	1993-4998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZDM	Springer	SpringerLink	10.1007/11858.1863-9704	11858	1863-9690	1863-9704	107	33	53	10	2	4	2	4	0	3	12	5	20	43	2
Zeitschrift für Außen- und Sicherheitspolitik	Springer	SpringerLink	10.1007/12399.1866-2196	12399	1866-2188	1866-2196	154	16	103	32	2	12	28	5	10	12	6	12	11	5	19
Zeitschrift für Bevölkerungswissenschaft	Springer	SpringerLink		12523	0340-2398		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zeitschrift für Bildungsforschung	Springer	SpringerLink	10.1007/35834.2190-6904	35834	2190-6890	2190-6904	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0
Zeitschrift für Didaktik der Naturwissenschaften	Springer	SpringerLink		40573	0949-1147	2197-988X	28	2	19	0	0	0	0	0	0	5	2	1	7	8	5
Zeitschrift für Energiewirtschaft	Springer	SpringerLink		12398	0343-5377	1866-2765	88	5	55	7	3	6	6	10	21	1	4	2	17	9	2
Zeitschrift für Epileptologie	Springer	SpringerLink	10.1007/10309.1610-0646	10309	1617-6782	1610-0646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zeitschrift für Erziehungswissenschaft	Springer	SpringerLink	10.1007/11618.1862-5215	11618	1434-663X	1862-5215	522	22	344	56	64	49	32	42	38	44	41	27	63	40	26
Zeitschrift für Europäisches Unternehmens- und Verbraucherrecht	Springer	SpringerLink		13590	2191-3412	2191-3420	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Zeitschrift für Gerontologie und Geriatrie	Springer	SpringerLink	10.1007/391.1435-1269	391	0948-6704	1435-1269	342	9	291	10	28	16	17	13	25	42	17	76	65	15	18
Zeitschrift für Herz-,Thorax- und Gefäßchirurgie	Springer	SpringerLink	10.1007/398.1435-1277	398	0930-9225	1435-1277	120	21	80	4	17	15	5	4	6	9	11	15	6	8	20
Zeitschrift für Hochschulrecht, Hochschulmanagement und Hochschulpolitik: zfhr	Springer	SpringerLink		741	1617-7126	1613-7655	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0
Zeitschrift für Kristallographie, Mineralogie und Petrographie	Springer	SpringerLink		12379	0373-4218	1438-1168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zeitschrift für Management	Springer	SpringerLink		12354	1861-4264	1865-9012	73	4	46	8	7	6	0	12	12	1	2	0	4	16	5
Zeitschrift für Parlamentsfragen	Springer	SpringerLink		11619	0340-1758	1862-2534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zeitschrift für Physik A Hadrons and Nuclei	Springer	SpringerLink		218	0939-7922	1431-5831	335	8	168	24	36	20	31	31	28	32	26	20	24	43	20
Zeitschrift für Physik B Condensed Matter	Springer	SpringerLink		257	0722-3277	1431-584X	129	0	53	3	11	8	9	7	12	11	16	9	16	18	9
Zeitschrift für Physik C Particles and Fields	Springer	SpringerLink		288	0170-9739	1431-5858	52	0	31	7	6	6	6	1	0	5	3	3	11	3	1
Zeitschrift für Physik D Atoms, Molecules and Clusters	Springer	SpringerLink		460	0178-7683	1431-5866	13	0	8	1	0	0	0	2	0	1	4	1	3	1	0
Zeitschrift für Politikberatung	Springer	SpringerLink		12392	1865-4789	1865-4797	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0
Zeitschrift für Psychodrama und Soziometrie	Springer	SpringerLink	10.1007/11620.1862-2526	11620	1619-5507	1862-2526	25	1	16	1	0	2	2	7	3	0	0	2	0	6	2
Zeitschrift für Rheumatologie	Springer	SpringerLink	10.1007/393.1435-1250	393	0340-1855	1435-1250	265	25	207	23	24	20	15	16	41	14	19	20	24	24	25
Zeitschrift für Vergleichende Politikwissenschaft	Springer	SpringerLink	10.1007/12286.1865-2654	12286	1865-2646	1865-2654	95	2	68	6	4	6	10	4	1	4	18	6	22	7	7
Zeitschrift für angewandte Mathematik und Physik	Springer	SpringerLink	10.1007/33.1420-9039	33	0044-2275	1420-9039	27	0	15	1	4	3	2	1	3	1	0	0	4	4	4
Zeitschrift für die gesamte Neurologie und Psychiatrie	Springer	SpringerLink		12359	0303-4194		40	0	21	2	3	4	1	3	2	1	2	12	3	6	1
Zeitschrift für die gesamte Versicherungswissenschaft	Springer	SpringerLink	10.1007/12297.1865-9748	12297	0044-2585	1865-9748	46	1	27	3	1	5	4	5	3	3	4	4	9	5	0
Zeitschrift für experimentelle Pathologie und Therapie	Springer	SpringerLink		12383	0372-8552		7	0	4	2	0	0	0	1	2	2	0	0	0	0	0
Zeitschrift für öffentliches Recht	Springer	SpringerLink		708	0948-4396	1613-7663	31	0	23	21	0	1	0	3	1	0	0	3	0	2	0
Zentralblatt für Arbeitsmedizin, Arbeitsschutz und Ergonomie	Springer	SpringerLink		40664	0944-2502	2198-0713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zoological Letters	Springer	SpringerLink		40851		2056-306X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zoological Studies	Springer	SpringerLink		40555		1810-522X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zoomorphology	Springer	SpringerLink	10.1007/435.1432-234X	435	0720-213X	1432-234X	32	0	15	5	2	3	0	2	9	1	2	3	0	0	5
Zorg en Financiering	Springer	SpringerLink		12513	1569-948X	1876-5122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acta ethologica	Springer	SpringerLink	10.1007/10211.1437-9546	10211	0873-9749	1437-9546	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0
adhäsion KLEBEN & DICHTEN	Springer	SpringerLink		35145	1619-1919	2192-8681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
annals of telecommunications - annales des télécommunications	Springer	SpringerLink	10.1007/12243.1958-9395	12243	0003-4347	1958-9395	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0
best practice onkologie	Springer	SpringerLink		11654	0946-4565	1862-8559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
coloproctology	Springer	SpringerLink	10.1007/53.1615-6730	53	0174-2442	1615-6730	19	0	11	1	4	4	2	2	0	0	1	3	1	1	0
computational complexity	Springer	SpringerLink	10.1007/37.1420-8954	37	1016-3328	1420-8954	6	0	3	0	0	0	0	0	4	2	0	0	0	0	0
der junge zahnarzt	Springer	SpringerLink		13279	1869-5744	1869-5752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
der markt	Springer	SpringerLink		12642	0025-3863	1867-8882	84	1	56	10	5	6	2	10	17	10	0	2	2	4	16
e & i Elektrotechnik und Informationstechnik	Springer	SpringerLink	10.1007/502.1613-7620	502	0932-383X	1613-7620	66	3	46	5	5	17	6	6	5	4	1	2	10	2	3
e-Neuroforum	Springer	SpringerLink	10.1007/13295.1868-856X	13295		1868-856X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
focus neurogeriatrie	Springer	SpringerLink		12151	1864-1954	1864-1962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gynäkologie + geburtshilfe	Springer	SpringerLink		15013	1439-3557	2196-6435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hautnah	Springer	SpringerLink	10.1007/12326.2192-6484	12326	1866-2250	2192-6484	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
hautnah dermatologie	Springer	SpringerLink		15012	0938-0221	2196-6451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
international journal of stomatology & occlusion medicine	Springer	SpringerLink	10.1007/12548.1867-223X	12548	1867-2221	1867-223X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
medizinische genetik	Springer	SpringerLink	10.1007/11825.1863-5490	11825	0936-5931	1863-5490	32	7	18	2	1	2	6	1	0	1	2	0	0	14	3
memo - Magazine of European Medical Oncology	Springer	SpringerLink	10.1007/12254.1865-5076	12254	1865-5041	1865-5076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
neurogenetics	Springer	SpringerLink	10.1007/10048.1364-6753	10048	1364-6745	1364-6753	41	5	32	1	2	3	6	3	2	0	2	13	2	6	1
neuropsychiatrie	Springer	SpringerLink	10.1007/40211.2194-1327	40211	0948-6259	2194-1327	16	2	11	1	1	0	0	0	1	5	1	0	3	4	0
psychopraxis. neuropraxis	Springer	SpringerLink		739	2197-9707	2197-9715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pädiatrie: Kinder- und Jugendmedizin hautnah	Springer	SpringerLink		15014	1867-2132	2196-6443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rheuma plus	Springer	SpringerLink	10.1007/12688.2191-2610	12688	1868-260X	2191-2610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uwf UmweltWirtschaftsForum	Springer	SpringerLink	10.1007/550.1432-2293	550	0943-3481	1432-2293	57	3	31	1	3	3	4	14	7	2	7	3	4	5	4
